181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:38:17,Symantec Endpoint Protection,Windows Server 2008 R2 Standard Edition,,11.0.7101.1056,12.1.7004,2740-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Проверка целостности хоста выключена.,04/04/2013 19:22:55,Enabled,11/15/2016 18:38:17,SEP-11,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:00,Never,Yes,Enabled,Not installed,Not installed,Not installed,Not installed,Not installed,Not installed,Client not reporting status,11,0,No,,sp-5500-spdb-01,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/14/2016 23:33:48,24,English,102398 MB,36853 MB,,Service Pack 1,Intel64 Family 6 Model 44 Stepping 2,2665,HP     - 2,None,10.185.10.28,...,...,...,10.185.10.251,...,...,...,b4-99-ba-bc-42-02,,,,10.185.10.93,10.185.10.92,10.185.10.92,10.185.10.93,0.0.0.0,40BB19B4217D57E19115C962CA57E3F7,5563 MB,38581 MB,-180,Not installed,sp-5500-smtc-01,Моя компания\FileServers,NWSBRF,svc-5534-spdb,,No Status Reported.,
181592,2016-11-06,1,2016-11-06 rev. 001,11/12/2016 15:49:55,11/15/2016 18:38:17,Symantec Endpoint Protection,Windows Server 2012 R2 Standard Edition,,12.1.7004.6500,12.1.7004,9E4A-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,04/01/2015 16:56:52,Enabled,11/15/2016 18:38:17,SEP-11,,,,,,,,,,,Enabled,No,No detections,11/12/2016 01:00:01,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Enabled,12,1,No,,SP-5500-EDDB-3B,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 04:01:51,32,English,571561 MB,524184 MB,,,Intel64 Family 6 Model 62 Stepping 7,2294,HP     - 0 P79,None,10.185.222.159,10.185.222.162,10.185.222.173,55.221.1.107,10.185.222.251,10.185.222.251,10.185.222.251,0.0.0.0,40-a8-f0-2e-ed-8c,40-a8-f0-2e-ed-8c,40-a8-f0-2e-ed-8c,40-a8-f0-2e-ed-8e,10.185.10.92,10.185.10.93,10.185.10.92,10.185.10.93,0.0.0.0,8F25786C803FA8422B9C62143431891F,497926 MB,245755 MB,-180,Not installed,sp-5500-smtc-01,Моя компания\SQL,NWSBRF,svc-5500-sedoapp,,Install successful.,35383237-3135-5A43-4A35-30313038325A
181592,2016-11-06,1,2016-11-06 rev. 001,11/12/2016 15:49:55,11/15/2016 18:38:17,Symantec Endpoint Protection,Windows Server 2008 R2 Enterprise Edition,,12.1.7004.6500,12.1.7004,E0A0-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,07/01/2013 08:08:02,Enabled,11/15/2016 18:38:17,SEP-11,,,,,,,,,,,Enabled,No,No detections,11/14/2016 04:00:03,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,SP-5500-EXMB-3E,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 04:32:28,24,English,401305 MB,196573 MB,,Service Pack 1,AMD64 Family 21 Model 1 Stepping 2,2593,HP     - 2 Default System BIOS,None,10.185.10.111,169.254.3.102,55.221.1.85,55.221.1.69,10.185.10.251,0.0.0.0,0.0.0.0,0.0.0.0,ac-16-2d-71-6c-08,ae-16-2d-71-6c-0a,ac-16-2d-71-6c-0a,ac-16-2d-71-6c-0b,10.185.10.93,10.185.10.92,10.185.10.92,10.185.10.93,0.0.0.0,C9C4201A35514BFFC28F25121445D49B,10266 MB,50072 MB,-180,Not installed,sp-5500-smtc-01,Моя компания\Exchange,NWSBRF,azdadmin,,Install successful.,31323436-3633-5A43-4A32-343530434444
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:38:17,Symantec Endpoint Protection,Windows Server 2008 R2 Enterprise Edition,,12.1.5337.5000,12.1.7004,3445-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,07/12/2015 04:45:49,Enabled,11/15/2016 18:38:17,SEP-11,,,,,,,,,,,Enabled,No,No detections,11/11/2016 03:00:02,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,HQDC-MO-5500-01,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 04:00:14,6,English,51097 MB,16383 MB,,Service Pack 1,Intel64 Family 6 Model 45 Stepping 7,2200,INTEL  - 6040000 PhoenixBIOS 4.0 Release 6.0,None,10.66.12.218,...,...,...,10.66.13.250,...,...,...,00-50-56-85-7f-6f,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,C7231B957EE5565A02CFF08B9D2559C6,6641 MB,28410 MB,-180,Not installed,sp-5500-smtc-01,Моя компания\DomainControllers,NWSBRF,vpAdmin,,No Status Reported.,A2960542-1FF7-9CBD-0BC8-B430CA871259
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:38:17,Symantec Endpoint Protection,Windows Server 2008 R2 Enterprise Edition,,12.1.4013.4013,12.1.7004,9E4A-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,07/18/2013 11:44:31,Enabled,11/15/2016 18:38:17,SEP-11,,,,,,,,,,,Enabled,No,No detections,11/12/2016 01:00:05,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,SP-5500-DBCS-3B,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 02:54:41,40,English,139876 MB,131061 MB,,Service Pack 1,Intel64 Family 6 Model 47 Stepping 2,2397,HP     - 2 Default System BIOS,None,10.185.222.20,10.185.222.22,10.185.222.24,169.254.2.88,10.185.222.251,10.185.222.251,10.185.222.251,0.0.0.0,80-c1-6e-74-b0-80,80-c1-6e-74-b0-80,80-c1-6e-74-b0-80,46-1e-a1-4b-cb-92,10.185.10.93,10.185.10.92,10.185.10.92,10.185.10.93,0.0.0.0,D97429C401CDBA5E190FFE3971B4C019,74571 MB,99618 MB,-180,Not installed,sp-5500-smtc-01,Моя компания\SQL,NWSBRF,VasilievRB,,Install successful.,
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:38:17,Symantec Endpoint Protection,Windows Server 2003 family Standard Edition,,11.0.7101.1056,12.1.7004,56B6-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Проверка целостности хоста выключена.,07/17/2013 10:17:02,Enabled,11/15/2016 18:38:17,SEP-11,,,,,,,,,,,Enabled,No,(Severity 0) Viral,11/11/2016 22:01:00,09/03/2016 09:16:03,Yes,Enabled,Not installed,Not installed,Enabled,Not installed,Not installed,Not installed,Client not reporting status,11,0,No,,sp-5500-eddi-04,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 00:55:52,24,English,29998 MB,4095 MB,,Service Pack 2,x86 Family 6 Model 44 Stepping 2,2666,HP     - 2,None,10.185.10.245,...,...,...,10.185.10.251,...,...,...,44-1e-a1-4e-4e-6c,,,,10.185.10.93,10.185.10.91,0.0.0.0,0.0.0.0,0.0.0.0,C5A3A0C86B06F0082E06CE7433F8D193,2824 MB,9274 MB,-180,Not installed,sp-5500-smtc-01,Моя компания\Servers,NWSBRF,svc-5509-sped,,No Status Reported.,
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:38:17,Symantec Endpoint Protection,Windows Server 2012 R2 Datacenter Edition,,12.1.5337.5000,12.1.7004,56B6-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,08/01/2015 12:40:49,Enabled,11/15/2016 18:38:17,SEP-11,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:01,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Enabled,12,1,No,,SP-5534-VMSR-01,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 04:55:24,4,English,69620 MB,14333 MB,,,Intel64 Family 6 Model 15 Stepping 11,2667,HP     - 2 Default System BIOS,None,55.201.1.33,169.254.212.188,...,...,55.201.1.251,0.0.0.0,...,...,00-1e-0b-d1-a3-7c,00-15-5d-01-21-0b,,,10.185.10.92,10.185.10.93,0.0.0.0,0.0.0.0,0.0.0.0,F69D11E76B567466412A3E62FEE68FDE,6644 MB,1022 MB,-180,Not installed,sp-5500-smtc-01,Моя компания\Servers,NWSBRF,SVC-5500-SCOM-A,,Install successful.,33383134-3431-5A43-4338-3136304A3547
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:38:17,Symantec Endpoint Protection,Windows Server 2008 Enterprise Edition,,12.1.5337.5000,12.1.7004,B918-10/25/2016 21:00:41 527,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,10/04/2015 20:50:18,Enabled,11/15/2016 18:38:17,SEP-11,,,,,,,,,,,Enabled,No,No detections,11/13/2016 20:00:05,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,sp-5500-nice-09,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 03:29:07,24,English,99999 MB,8179 MB,,Service Pack 2,x86 Family 6 Model 44 Stepping 2,2400,IBM    - 0 Default System BIOS,None,10.185.247.239,10.185.247.241,...,...,10.185.247.251,0.0.0.0,...,...,e4-1f-13-bf-61-a4,e4-1f-13-bf-61-a6,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,169.254.95.118,77E0DEC4E7ABC35EA1B46D9C20A409EF,5809 MB,76663 MB,-180,Not installed,sp-5500-smtc-01,Моя компания\NICE_2,NWSBRF,svc-5534-nicesvc,,Install successful.,4C22264D-9B84-BF3A-8EC4-CBE967F07651
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:38:17,Symantec Endpoint Protection,Windows Server 2008 Enterprise Edition,,12.1.5337.5000,12.1.7004,B918-10/25/2016 21:00:41 527,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,10/04/2015 20:51:17,Enabled,11/15/2016 18:38:17,SEP-11,,,,,,,,,,,Enabled,No,No detections,11/13/2016 20:00:02,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,SP-5500-nice-10,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 03:41:04,24,English,99999 MB,8179 MB,,Service Pack 2,x86 Family 6 Model 44 Stepping 2,2400,IBM    - 0 Default System BIOS,None,10.185.247.240,10.185.247.242,...,...,10.185.247.251,0.0.0.0,...,...,e4-1f-13-be-00-a0,e4-1f-13-be-00-a2,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,169.254.95.118,AA2795544BE61743D5184B2363FC71C2,6141 MB,76605 MB,-180,Not installed,sp-5500-smtc-01,Моя компания\NICE_2,NWSBRF,svc-5534-nicesvc,,Install successful.,CB3DB3D4-8D26-0D34-A049-FDB391FB91E8
0,2016-11-06,1,2016-11-06 rev. 001,11/09/2016 12:17:50,11/15/2016 18:38:17,Symantec Endpoint Protection,Windows Server 2012 R2 Standard Edition,,12.1.7004.6500,12.1.7004,D824-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,04/09/2015 11:22:04,Enabled,11/15/2016 18:38:17,SEP-11,,,,,,,,,,,Enabled,No,No detections,11/12/2016 01:00:04,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Enabled,12,1,No,,SP-5500-EDAS-3C,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 04:10:55,20,English,285719 MB,32733 MB,,,Intel64 Family 6 Model 62 Stepping 4,2494,HP     - 2 Default System BIOS,None,10.185.221.3,10.185.221.11,10.185.222.153,...,10.185.221.14,10.185.221.14,0.0.0.0,...,02-bf-0a-b9-dd-0b,02-bf-0a-b9-dd-0b,40-a8-f0-30-90-94,,10.185.10.93,10.185.10.92,10.185.10.93,10.185.10.92,0.0.0.0,0045226D11D2905F12C8287CDA360127,27723 MB,157487 MB,-180,Not installed,sp-5500-smtc-01,Моя компания\SEODO_APP,NWSBRF,MSEAdmin,,Cannot deploy. Client version is the same or later than the specified package.,30343536-3138-5A43-4A35-303230335459
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:38:17,Symantec Endpoint Protection,Windows Server 2008 Standard Edition,,11.0.7101.1056,12.1.7004,4DC2-10/25/2016 21:00:40 120,,,,Disabled,Check is disabled,Проверка целостности хоста выключена.,05/05/2013 13:05:44,Enabled,11/15/2016 18:38:17,SEP-11,,,,,,,,,,,Enabled,No,(Severity 0) Viral,11/11/2016 22:01:00,06/16/2014 15:23:27,Yes,Enabled,Not installed,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,11,0,No,,sp-5500-xgs-03,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 01:25:55,12,English,139976 MB,24564 MB,,Service Pack 2,x86 Family 6 Model 44 Stepping 2,3066,HP     - 2,None,10.185.17.88,...,...,...,10.185.17.70,...,...,...,44-1e-a1-49-60-78,,,,10.185.10.92,10.185.10.93,10.185.10.93,10.185.10.92,0.0.0.0,53085C0C55814B28CF441D46C5315DCF,21513 MB,93650 MB,-180,Not installed,sp-5500-smtc-01,Моя компания\UBK,NWSBRF,SVC-5514-IPSS,,No Status Reported.,
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:38:17,Symantec Endpoint Protection,Windows Server 2012 R2 Datacenter Edition,,12.1.5337.5000,12.1.7004,FC20-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,09/12/2016 15:35:38,Enabled,11/15/2016 18:38:17,SEP-11,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:04,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Enabled,12,1,No,,SP-5500-HVGUTA-01,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 03:06:03,24,English,61089 MB,12277 MB,,,Intel64 Family 6 Model 44 Stepping 2,3067,HP     - 2 Default System BIOS,None,55.201.4.164,169.254.79.186,...,...,55.201.4.251,0.0.0.0,...,...,44-1e-a1-49-ed-5e,44-1e-a1-49-ed-5c,,,10.185.10.93,10.66.12.219,0.0.0.0,0.0.0.0,0.0.0.0,22D8D8BD6ADB993541E29E797DEA2A11,7752 MB,15330 MB,-180,Not installed,sp-5500-smtc-01,Моя компания\SCCM Russia,NWSBRF,kevadmin,,Install successful.,33363336-3536-5A43-4A31-343530304A59
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:38:17,Symantec Endpoint Protection,Windows Server 2008 R2 Enterprise Edition,,12.1.5337.5000,12.1.7004,8017-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,06/09/2015 10:51:22,Enabled,11/15/2016 18:38:17,SEP-11,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:00,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,SP-5500-APP-04,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 03:29:29,24,English,285967 MB,24541 MB,,Service Pack 1,AMD64 Family 16 Model 9 Stepping 1,2100,HP     - 2 Default System BIOS,None,10.185.223.247,...,...,...,10.185.223.251,...,...,...,2c-76-8a-b0-b4-52,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,06F53500E76AF4AD72805CCB7F649CAA,19607 MB,255694 MB,-180,Not installed,sp-5500-smtc-01,Моя компания\SharePoint,NWSBRF,svc-5500-spoint,,Install successful.,30333735-3838-5A43-3231-343430443447
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:38:17,Symantec Endpoint Protection,Windows Server 2012 R2 Datacenter Edition,,12.1.5337.5000,12.1.7004,FC20-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,10/26/2015 14:52:19,Enabled,11/15/2016 18:38:17,SEP-11,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:04,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Enabled,12,1,No,,sp-5500-hprv-01,hq.szb.sbrf.ru,LocalComputer,11/15/2016 04:15:48,24,English,285717 MB,196573 MB,,,AMD64 Family 21 Model 1 Stepping 2,2593,HP     - 2 Default System BIOS,None,55.201.7.42,169.254.16.31,169.254.17.204,169.254.169.126,55.201.7.251,0.0.0.0,0.0.0.0,0.0.0.0,ac-16-2d-72-4f-8a,ac-16-2d-72-4f-88,e4-11-5b-96-ed-a8,e4-11-5b-96-79-a0,10.185.10.92,10.185.10.93,10.185.10.93,10.185.10.92,0.0.0.0,CB6D256B61E57709A668E5584315D491,118492 MB,237053 MB,-180,Not installed,sp-5500-smtc-01,Моя компания\SCCM Russia,NWSBRF,Power,,Install successful.,31323436-3633-5A43-4A32-353031435346
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:38:17,Symantec Endpoint Protection,Windows Server 2008 R2 Enterprise Edition,,12.1.3001.165,12.1.7004,56B6-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,07/09/2013 15:31:05,Enabled,11/15/2016 18:38:17,SEP-11,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:03,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,SP-5500-LMNC-1B,hq.szb.sbrf.ru,LocalComputer,11/15/2016 01:59:43,16,English,285465 MB,16338 MB,,Service Pack 1,Intel64 Family 6 Model 45 Stepping 7,3300,DELL   - 1 Phoenix ROM BIOS PLUS Version 1.10 2.2.2,None,10.185.222.92,169.254.2.222,55.201.27.72,...,10.185.222.251,0.0.0.0,0.0.0.0,...,90-b1-1c-30-d4-f7,6a-0e-20-52-41-53,90-b1-1c-30-d4-f8,,10.185.10.92,10.185.10.93,10.185.10.92,10.185.10.93,0.0.0.0,7749E45617EA6109A29FF180F5BFD428,11048 MB,238234 MB,-180,Not installed,sp-5500-smtc-01,Моя компания\Servers,NWSBRF,power,,Install successful.,
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:38:17,Symantec Endpoint Protection,Windows Server 2008 R2 Enterprise Edition,,12.1.5337.5000,12.1.7004,8017-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,06/09/2015 11:10:44,Enabled,11/15/2016 18:38:17,SEP-11,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:02,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,SP-5500-APP-10,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 03:37:18,24,English,139876 MB,12277 MB,,Service Pack 1,Intel64 Family 6 Model 44 Stepping 2,2666,HP     - 2 Default System BIOS,None,10.185.222.193,...,...,...,10.185.222.251,...,...,...,44-1e-a1-4e-dd-dc,,,,10.185.10.93,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,6FEE38833204296802EA9DBE61F525AF,7049 MB,98868 MB,-180,Not installed,sp-5500-smtc-01,Моя компания\SharePoint,NWSBRF,svc-5500-spoint,,Install successful.,32393735-3933-5A43-4A31-343431324E52
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:38:17,Symantec Endpoint Protection,Windows Server 2012 R2 Datacenter Edition,,12.1.5337.5000,12.1.7004,FC20-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,10/22/2015 09:56:04,Enabled,11/15/2016 18:38:17,SEP-11,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:04,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Enabled,12,1,No,,sp-5500-sdpr-06,hq.szb.sbrf.ru,LocalComputer,11/15/2016 04:45:32,12,English,139626 MB,32757 MB,,,Intel64 Family 6 Model 44 Stepping 2,2933,HP     - 2 Default System BIOS,None,10.185.222.230,...,...,...,10.185.222.251,...,...,...,d8-d3-85-df-ff-60,,,,10.185.10.92,10.185.10.93,0.0.0.0,0.0.0.0,0.0.0.0,528BECAE171A3DD0B8B418AA8755C67C,6107 MB,66772 MB,-180,Not installed,sp-5500-smtc-01,Моя компания\SCCM Russia,NWSBRF,Power,,Install successful.,38373035-3436-4247-3830-323358504B34
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:38:17,Symantec Endpoint Protection,Windows Server 2008 R2 Standard Edition,,12.1.5337.5000,12.1.7004,56B6-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,06/24/2016 17:14:51,Enabled,11/15/2016 18:38:17,SEP-11,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:03,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,DISP-SVR,WORKGROUP,LocalComputer,11/15/2016 03:47:29,4,English,953766 MB,8129 MB,"Сервер диспетчеризации, Шафировский-2",Service Pack 1,Intel64 Family 6 Model 60 Stepping 3,3691,HPQOEM - 1072009 Ver: ME2_8006.BIN vME280.06,None,55.103.1.219,...,...,...,55.103.1.251,...,...,...,00-21-85-55-2b-59,,,,10.185.10.96,10.185.10.92,0.0.0.0,0.0.0.0,0.0.0.0,4A7291BD53E0542F34AE993C959C8DFF,3391 MB,902313 MB,-180,Not installed,sp-5500-smtc-01,Моя компания\Servers,NWSBRF,Operator,,Install successful.,4BA46994-7035-87F1-443C-49325ED3C1D3
0,2016-11-06,1,2016-11-06 rev. 001,11/09/2016 12:17:50,11/15/2016 18:38:17,Symantec Endpoint Protection,Windows Server 2008 R2 Enterprise Edition,,12.1.7004.6500,12.1.7004,56B6-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,04/07/2016 23:00:51,Enabled,11/15/2016 18:38:17,SEP-11,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:04,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Not installed,12,1,No,,sp-5500-smtc-01,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 03:28:49,8,English,92156 MB,6143 MB,,Service Pack 1,Intel64 Family 6 Model 29 Stepping 1,2667,VRTUAL - 5001223 BIOS Date: 05/23/12 17:15:53  Ver: 09.00.06,None,10.185.10.99,...,...,...,10.185.10.251,...,...,...,00-15-5d-64-44-0e,,,,10.185.10.92,10.185.10.93,10.185.10.92,10.185.10.93,0.0.0.0,83E05D3B4DE7793317D10568583C6D38,1393 MB,38465 MB,-180,Not installed,sp-5500-smtc-01,Моя компания\Servers,NWSBRF,vbAdmin2,,Install successful.,71D1A6C4-C609-42B2-981C-66A1E13FDCEE
181669,2016-11-09,22,2016-11-09 rev. 022,11/10/2016 09:31:39,11/15/2016 18:38:17,Symantec Endpoint Protection,Windows Server 2012 R2 Datacenter Edition,,12.1.5337.5000,12.1.7004,FC20-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,04/01/2016 17:56:14,Enabled,11/15/2016 18:38:17,SEP-11,,,,,,,,,,,Enabled,No,No detections,11/11/2016 22:01:02,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Enabled,12,1,No,,SP-5500-HPSR-02,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 04:16:38,8,English,285215 MB,32722 MB,,,Intel64 Family 6 Model 45 Stepping 7,2400,DELL   - 1 Phoenix ROM BIOS PLUS Version 1.10 2.5.2,None,10.185.222.122,169.254.245.63,...,...,10.185.222.251,0.0.0.0,...,...,90-b1-1c-30-a8-53,00-15-5d-de-7a-01,,,10.185.10.92,10.185.10.93,0.0.0.0,0.0.0.0,0.0.0.0,E4457FCF06B041B45C8E775716DEE423,11047 MB,248817 MB,-180,Not installed,sp-5500-smtc-01,Моя компания\SCCM Russia,NWSBRF,VPak2,,Install successful.,4C4C4544-0036-3910-8050-C2C04F365831
0,2016-11-06,1,2016-11-06 rev. 001,11/09/2016 12:17:50,11/15/2016 18:38:17,Symantec Endpoint Protection,Windows Server 2012 R2 Standard Edition,,12.1.7004.6500,12.1.7004,9E4A-10/25/2016 21:00:38 855,,,,Disabled,Check is disabled,Host Integrity check is disabled.  Host Integrity policy has been disabled by the administrator.,09/24/2015 10:44:40,Enabled,11/15/2016 18:38:17,SEP-11,,,,,,,,,,,Enabled,No,No detections,11/12/2016 01:00:04,Never,Yes,Enabled,Enabled - Basic protection,Not installed,Enabled,Not installed,Not installed,Not installed,Enabled,12,1,No,,SP-5500-EDTS-01,hq.szb.sbrf.ru,HQ.SZB.SBRF.RU,11/15/2016 04:38:42,4,English,139627 MB,32765 MB,,,Intel64 Family 6 Model 15 Stepping 11,2667,HP     - 2 Default System BIOS,None,55.201.100.6,...,...,...,55.201.100.251,...,...,...,00-1e-0b-c0-7a-90,,,,10.185.10.92,10.185.10.93,10.185.10.92,10.185.10.93,0.0.0.0,C836F37D2165C24A9B0099D44CEC7C70,6185 MB,77397 MB,-180,Not installed,sp-5500-smtc-01,Моя компания\SQL,NWSBRF,MSEAdmin,,Install successful.,33383134-3431-5A43-4338-3136304A3646
